siren,2016_CIR,2017_CIR,2018_CIR,2019_CIR,2020_CIR,2021_CIR,2022_CIR,2023_CIR
507847077,0.0,0.0,0,0.0,0,0.0,0.0,0.0
507902211,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
507981140,,,,,,,0.0,0.0
508133204,,,,0.0,,0.0,0.0,0.0
508152972,,,,0.0,,0.0,0.0,0.0
508185667,0.0,0.0,0.0,0.0,0,0.0,,
508196839,,0.0,37637.0,0.0,23926.0,0,0.0,0.0
508200649,0,0.0,0.0,0.0,0.0,0.0,0,0.0
508223518,,0.0,,,,,,
508272309,0.0,0,0.0,,0.0,0.0,0.0,0.0
508298536,0.0,0.0,0,0.0,,0.0,0.0,0.0
508301017,0,,0.0,0.0,0.0,0.0,0.0,
508320017,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
508343886,610000.0,0,49380.0,0.0,0.0,754137.0,0,0.0
508371176,0.0,0.0,0.0,0.0,0.0,0,0.0,
508402179,0.0,0,,,0.0,0.0,,0.0
508426574,46872.0,78287.0,68248.0,132380.0,0,0.0,,597696.0
508458494,0.0,0.0,26641,339665.0,527853,812033.0,1103644.0,0.0
508473550,oui,0.0,0.0,0.0,0.0,524003.0,0.0,0.0
508474285,101238,102246.0,0.0,0.0,761178.0,87471.0,113785.0,172893.0
508491883,,,120719.0,0.0,0.0,oui,0,0.0
508494408,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508519022,0.0,0.0,0,,,,,
508580750,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508581170,0.0,0,0.0,0.0,0.0,0.0,0,0.0
508617214,0.0,0,0.0,0.0,54200.0,0.0,0,0.0
508630688,2307.0,8083.0,0,0.0,0,0.0,0.0,
508636602,0.0,0.0,20000.0,11000.0,0.0,0.0,0.0,
508685013,,0.0,0.0,0.0,0.0,466000.0,190798.0,190000.0
508707262,80000.0,225000.0,11000.0,21000.0,17000.0,30000,48000.0,15000.0
508727393,0.0,0.0,,0.0,,1732771.0,0.0,2024869.0
508750866,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
508761079,0.0,,,,,0.0,0.0,0.0
508806080,1340076.0,0,0.0,0.0,1236060.0,1453524.0,1784290,1990322.0
508839271,152768.0,57156,260697.0,0.0,0.0,0.0,,
508855673,0.0,0.0,0.0,0.0,0.0,,0.0,
508866886,0.0,0.0,0,0.0,oui,oui,0.0,0.0
508878386,0.0,2121638.0,1692206.0,1690070.0,1992020.0,1190687,,1288244.0
508886132,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
508920683,,,,,,0.0,0.0,961341.0
508929197,0,,,0.0,0.0,0.0,,0.0
508954104,0.0,0.0,0.0,0.0,0.0,,,
508955754,0,0.0,43642.0,26913.0,87388.0,10503.0,7590.0,0.0
508973203,45293,44409.0,81936.0,49687.0,163211.0,73509.0,101078.0,
508974185,0.0,0.0,1600.0,0.0,0.0,0,0.0,
508995826,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
509033882,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
509107678,0.0,213403.0,,170130.0,251609,462196.0,628744.0,1302178.0
509137493,,,0.0,0.0,0.0,0.0,0,
509174389,0.0,0,0.0,0.0,0.0,0.0,0,0.0
509182309,,,,,0,,,
509221842,0.0,0.0,0,0.0,0,0.0,0.0,
509230058,0.0,0.0,0,,0,,,
509232591,1568000.0,1544000,2063000.0,2591000.0,3392000.0,0.0,234000,0.0
509306528,0.0,0.0,0,0.0,0,0.0,0.0,
509315636,0.0,0.0,0,0.0,0,0.0,0.0,0.0
509316105,0.0,,,0.0,0.0,,,
509317046,,,,0.0,411518.0,323644.0,310511.0,
509340790,,,,,,,0.0,
509349494,1154956.72,0,0.0,0.0,0.0,0.0,0,0.0
509349544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509349650,0,0.0,0.0,7709.0,0.0,0.0,0.0,0.0
509350518,104018.0,96498,,213734.0,,,,
509355004,,,,,0.0,0.0,0,
509380705,936207.0,312332.0,252310,0.0,186876,225000.0,153000.0,
509434296,0.0,0.0,0,0.0,0,3630667.0,0.0,
509439337,0.0,,0.0,0.0,0.0,0,0.0,
509455960,,,,0.0,0.0,0,0.0,
509460770,0.0,0.0,0.0,0.0,0.0,0,0.0,
509479580,0,,,0.0,0.0,0.0,0.0,0.0
509509709,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509511457,1730.0,1627.0,1628.0,0.0,0.0,0.0,,0.0
509512547,0.0,0,,,,,,
509512760,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509516571,1809.0,0.0,0.0,0.0,0,0.0,0.0,0.0
509534095,0,,0.0,0.0,0.0,0.0,75429.0,
509534731,0.0,0,0.0,0.0,0.0,0.0,0,0.0
509542023,0.0,0,0.0,0.0,0.0,0.0,,
509543187,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
509544664,0,0.0,0.0,0.0,11000.0,11000.0,0.0,38000.0
509555264,108691.0,100872.0,65982.0,0.0,0,0.0,0.0,0.0
509559779,,,0.0,,0.0,0.0,,
509561395,0.0,0.0,,0.0,0.0,,436000.0,
509577730,50000.0,101000.0,394141.0,73000.0,396000.0,94000,113000.0,195000.0
509583902,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
509588091,0.0,0.0,0,0.0,0,0.0,0.0,0.0
509628798,oui,oui,oui,0.0,174587.0,111771.0,98988.0,157438.0
509629580,0.0,0,0.0,0.0,0.0,0.0,0,0.0
509640546,0.0,0,0.0,0.0,0.0,0.0,0,0.0
509662052,,0.0,0.0,0.0,0.0,662954.0,0.0,749634.0
509693289,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
509693875,0.0,0,0.0,0.0,0.0,0.0,0,0.0
509701744,0.0,,,,,,34627.0,0.0
509706511,0.0,0,0.0,0.0,,,,
509750105,0.0,0,0.0,0.0,0.0,300000.0,1200000,1400000.0
509760948,0.0,0,0.0,0.0,0.0,0.0,0,0.0
509778015,0.0,0,,,,,,
509835104,0.0,67227,67227.0,193235.0,171673.0,138047.0,108408,116279.0
509893467,,0.0,0.0,0.0,0.0,0,0.0,0.0
509910899,0,0.0,0.0,0.0,0.0,,,
509955068,0.0,0,0.0,0.0,0.0,0.0,,0.0
509991311,0.0,0,0.0,0.0,0.0,0.0,0,
510015084,0.0,1562481.0,0.0,0.0,0,,,
510072440,0,0.0,79735.0,0.0,0.0,0.0,0.0,0.0
510193162,0.0,0.0,0,0.0,,,,
510227606,0.0,0,0.0,25500.0,24630.0,21630.0,0,24000.0
510241672,0,,0.0,0.0,0.0,0.0,0.0,
510348840,,0.0,0.0,0.0,0,0.0,0.0,
510375835,0.0,0,0.0,0.0,0.0,0.0,0,0.0
510435696,0.0,0.0,0.0,305154.0,197974.0,0.0,0.0,124921.0
