siren,division,dateCreationUniteLegale,annee,brevets,CIR,idEti
350399101,71,1989,2016,1.0,0.0,0
350435632,71,1989,2016,0.0,0.0,1
350624102,62,1989,2016,0.0,0.0,1
350664025,71,1989,2016,0.0,0.0,0
350735700,96,1989,2016,0.0,0.0,1
350807947,71,1989,2016,0.0,0.0,0
350875498,26,1989,2016,1.0,0.0,1
351005582,29,1989,2016,0.0,0.0,0
351008735,25,1989,2016,0.0,43710.0,1
351130489,71,1989,2016,0.0,0.0,1
351156724,71,1989,2016,0.0,0.0,0
351186036,20,1989,2016,0.0,0.0,1
351205406,71,1989,2016,0.0,0.0,1
351211263,25,1989,2016,0.0,0.0,0
351251962,71,1989,2016,0.0,0.0,1
351305180,26,1989,2016,1.0,588952.0,1
351309984,26,1989,2016,0.0,110000.0,1
351363270,96,1989,2016,0.0,0.0,1
351372677,22,1989,2016,0.0,396631.0,1
351425921,25,1989,2016,0.0,0.0,1
351457312,96,1989,2016,0.0,0.0,1
351482203,72,1989,2016,0.0,0.0,1
351500368,25,1989,2016,0.0,0.0,1
351563978,20,1989,2016,0.0,243000.0,1
351606314,25,1989,2016,0.0,0.0,1
351607460,22,1989,2016,0.0,0.0,1
351667928,22,1989,2016,0.0,611049.0,1
351670385,32,1989,2016,0.0,0.0,1
351723440,72,1989,2016,0.0,1449598.0,0
351812698,71,1989,2016,0.0,0.0,1
351909536,29,1989,2016,0.0,328938.0,1
351914379,22,1989,2016,4.0,310000.0,1
352033914,62,1989,2016,0.0,0.0,1
352050512,30,1989,2016,48.0,0.0,0
352158828,71,1989,2016,0.0,0.0,1
352170013,20,1989,2016,0.0,31000000.0,0
352176721,71,1989,2016,3.0,2860000.0,0
352312904,20,1989,2016,0.0,0.0,1
352333926,71,1989,2016,0.0,0.0,1
352335962,62,1989,2016,0.0,11096000.0,1
352383715,30,1989,2016,131.0,0.0,0
352512479,29,1989,2016,0.0,27681.0,1
352588727,71,1989,2016,0.0,0.0,0
352660500,72,1989,2016,0.0,0.0,1
352677033,29,1989,2016,0.0,0.0,1
352678544,25,1989,2016,0.0,0.0,1
352684252,25,1989,2016,0.0,0.0,1
352779292,25,1989,2016,0.0,0.0,1
352789804,71,1989,2016,0.0,0.0,0
352800296,62,1989,2016,0.0,0.0,1
352862387,22,1989,2016,0.0,0.0,1
352876197,71,1989,2016,0.0,9669000.0,0
352905707,62,1989,2016,0.0,1600000.0,0
352914790,71,1989,2016,0.0,27422.0,1
352916902,29,1989,2016,0.0,0.0,1
352948434,29,1989,2016,32.0,489076.0,1
353121031,62,1990,2016,0.0,0.0,0
353167398,71,1990,2016,0.0,0.0,1
353189848,72,1990,2016,0.0,1083800.0,0
353215890,71,1990,2016,0.0,0.0,0
353298656,21,1990,2016,0.0,217548.0,1
353303522,71,1989,2016,0.0,0.0,0
353305576,32,1990,2016,0.0,0.0,1
353317613,96,1989,2016,0.0,0.0,1
353451602,32,1990,2016,0.0,0.0,1
